,1000_50Mb,2511_50Mb,6309_50Mb,15848_50Mb,39810_50Mb,100000_50Mb,1000_100Mb,tskit_1000_100Mb,2511_100Mb,tskit_2511_100Mb,6309_100Mb,tskit_6309_100Mb,15848_100Mb,tskit_15848_100Mb,39810_100Mb,tskit_39810_100Mb,100000_100Mb,tskit_100000_100Mb,1000_200Mb,2511_200Mb,6309_200Mb,15848_200Mb,39810_200Mb,100000_200Mb
0,0.28831980004906654,0.40481589990668,0.6833611999172717,1.0319699000101537,1.6930631999857724,3.492551099974662,0.4972872999496758,0.6744150999002159,0.661437900038436,1.3630045999307185,0.9322171998210251,2.8255287997890264,1.4138256998267025,6.234194800024852,2.3996776998974383,15.054604799952358,4.929478600155562,37.53142190002836,0.981732300017029,1.254221900133416,1.6582212999928743,2.2802349999547005,3.6335469000041485,6.521644999971613
1,0.28760390006937087,0.41419430007226765,0.6096693000290543,0.9741914998739958,1.8807788998819888,3.733116100076586,0.49569369992241263,0.6754510998725891,0.6689660998526961,1.363516699988395,0.9090371001511812,2.790965500054881,1.3470474001951516,6.192273900145665,2.3219334001187235,15.153330500004813,4.9509162998292595,37.31158149987459,0.9859979001339525,1.2928104000166059,1.6352444998919964,2.3570203999988735,3.4792706998996437,6.361619099974632
2,0.2872051000595093,0.42001049988903105,0.560901400167495,0.962814399972558,1.919056599959731,4.2045565999578685,0.5031548999249935,0.6741655000951141,0.6601495000068098,1.360401100013405,0.9016676000319421,2.775595100130886,1.3105075999628752,6.185160299995914,2.3861626000143588,15.185288999928162,4.136598699958995,37.229013699805364,0.9959783998783678,1.2635642001405358,1.6160755997989327,2.333014599978924,3.637077299878001,6.559711500070989
3,0.2929014000110328,0.40856019989587367,0.6184584000147879,1.1029558000154793,1.726132099982351,4.162894000066444,0.49371299985796213,0.6748430000152439,0.6546269000973552,1.365803100168705,0.937269400106743,2.79895760002546,1.4168830998241901,6.190413600066677,2.323767799884081,15.047840900020674,4.3913227000739425,37.36019889987074,0.9777852999977767,1.2508409000001848,1.6431780001148582,2.271253899903968,3.3889370001852512,6.539890100015327
4,0.2847888001706451,0.39517050003632903,0.5675621000118554,0.9700752000790089,1.8445284999907017,3.936071999836713,0.5040671001188457,0.6521840998902917,0.670340099837631,1.3233177999500185,0.9482434999663383,2.7077162999194115,1.4479741000104696,6.1989073001313955,2.3266072999686003,15.161863799905404,4.296459200093523,37.32776809995994,0.9782322000246495,1.2347858001012355,1.6565495999529958,2.377846699906513,3.6579336000140756,6.936892700148746
5,0.285468100104481,0.39854490011930466,0.6077302000485361,1.0045439000241458,1.8799247001297772,3.823130000149831,0.5366849000565708,0.6463980001863092,0.6491172001697123,1.3837327000219375,0.964965800056234,2.776359000010416,1.3469588998705149,6.218726199818775,2.311813599895686,15.051147600170225,4.754832800012082,37.06008279998787,0.9708117998670787,1.2483604999724776,1.6190929999575019,2.332707199966535,3.5569615999702364,6.331305400002748
6,0.2908157000783831,0.41331860003992915,0.5996703000273556,1.007224600063637,1.812203099951148,3.6544334997888654,0.5658666000235826,0.6450545999687165,0.6621173999737948,1.3637821997981519,0.9412707998417318,2.8399351998232305,1.34719070000574,6.152970100054517,2.542082800064236,14.868004199815914,4.6361956999171525,37.634551000082865,0.9778563000727445,1.260127100162208,1.6587318000383675,2.307048800168559,3.7135655998717993,6.581210599979386
7,0.28615229995921254,0.40397830004803836,0.609659600071609,0.9530687998048961,1.8545101000927389,3.799372000154108,0.5297779999673367,0.6480346999596804,0.6606248000171036,1.3435816999990493,0.9141765001695603,2.815183099824935,1.3731893999502063,6.320329900132492,2.3349779001437128,14.933107600081712,4.300160200102255,37.2033874001354,0.999832599889487,1.2368900999426842,1.65216359985061,2.298339300090447,3.4297853000462055,6.135130499955267
8,0.27967249997891486,0.4260708000510931,0.595087599940598,0.9999112000223249,1.817603199975565,3.9010350999888033,0.5109833998139948,0.6557279999833554,0.6725353999063373,1.3553140999283642,0.9233830999583006,2.8161840999964625,1.3732243000995368,6.098678600043058,2.4414322001393884,15.07867359998636,4.795823800144717,37.328204799909145,0.9718877000268549,1.234227400040254,1.6470752998720855,2.3052839001175016,3.555244200164452,6.511451099999249
9,0.29572659987024963,0.5188360000029206,0.5639436999335885,0.9995709001086652,1.8624128999654204,3.811309600016102,0.5068705999292433,0.655682799872011,0.6560209000017494,1.3315083000343293,0.907702500000596,2.706674400018528,1.418656999943778,6.46889099990949,2.4879054999910295,15.066481499932706,4.767114600166678,37.275070199975744,0.9885750999674201,1.225163099821657,1.627402100013569,2.3442538999952376,3.5487424000166357,6.611741099972278
